Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.33116,,1337.30175,,1290.70596,,1393.29901,,1745.4921,1779.74915,1889.68736,,,,2278.51787,2300.31448,2721.31093,2791.8715,3255.9863,2769.89991,3311.44856,3482.71652,,
Grenada,GRD,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.15495,539.65108,647.175,701.71119,,,,,,,,,,,,,,,,
Guatemala,GTM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6273,24.25912,34.08678,38.55373,38.69725,24.81132,24.75115,26.91416,17.37646,20.28482,22.15054,22.07069,14.07038,,,
Guam,GUM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.32118,316.25353,303.02648,,,,,,,,,,,,,,,
Guyana,GUY,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2805.278442,2829.80028,2908.461062,2969.203636,3035.512376,3133.273234,3170.662408,3330.215826,3414.312017,3485.46195,3587.787566,3575.124522,3683.519061,3740.710247,3776.082357,3808.324903,3853.451512,3947.901788,4061.338621,4115.694028,4163.884196,4350.777413,,,
"Hong Kong SAR, China",HKG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.64742,1214.5713,1169.78769,1372.74013,1587.48988,2007.08525,2163.66776,2662.50136,2694.02889,2858.61946,2680.96008,2784.6927,3114.55198,3085.38105,3191.214,3377.87416,3591.19623,3565.12862,3741.2636,3782.34083,4026.46326,,
Honduras,HND,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.38581,,34.68019,,,
Heavily indebted poor countries (HIPC),HPC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.34062,1239.33088,1529.33272,1509.95616,1950.04367,1335.41586,1628.69347,1308.11424,1321.96175,1404.9522,1538.60787,1596.53963,1641.34223,1587.48964,1556.84123,1526.68079,1437.42986,1504.17896,1850.49572,1868.34023,1921.13136,,
Haiti,HTI,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.31162,1082.02179,1141.19204,1227.28944,1409.51912,1438.76719,1471.87798,1496.84332,1473.53102,1574.27119,1744.98861,1734.91036,1851.90616,2014.5713,2149.8141,2326.16657,2416.47759,2546.08461,2673.43438,2589.09791,2645.75681,2921.5331,3237.70314,,
IBRD only,IBD,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.0311913,,460.8046462,,491.6637282,,,,,620.173501,,,,,677.6312097,,,,,785.4299768,,,854.8382676,,
IDA & IBRD total,IBT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.4832756,,,,,626.3902308,,,,,725.5736874,,,,,
IDA total,IDA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.2613428,,,,,,,,,,,,,
Indonesia,IDN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.67641,199.23758,,,,,,,,89.4684,,,,,,,178.87539,215.19041,215.99355,,
IDA only,IDX,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0066,,115.2819,,109.72807,,,,,134.91257,,,,,156.21967,,,,,216.00083,,,252.70392,,
Not classified,INX,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773.7516,1930.22753,2093.25539,2110.96544,2251.06216,2329.10707,2399.18239,2522.31364,2713.07228,2797.96572,2877.11763,2935.43441,3284.06258,3156.91625,3112.64841,3325.77887,4853.9581,5136.47506,5304.47968,5270.65971,5178.20302,5401.03558,5243.12624,,
"Iran, Islamic Rep.",IRN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.40808,,752.46181,716.57342,743.10098,,697.06229,679.38896,,825.2793,,1474.91351,,,
Iraq,IRQ,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.51805,391.46408,415.83311,432.01568,441.29756,,,69.56885,65.81003,64.76253,105.92266,111.13687,,
Iceland,ISL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4916.96277,5137.35398,5677.1152,,6572.47788,,6657.35956,,7305.2658,8006.67289,7235.98628,7423.61093,7925.97655,,6981.39572,,5648.36011,,5887.90678,,6130.51111,,,
Israel,ISR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.53735,1154.47799,1151.75927,1149.01198,1166.12207,1172.77939,1245.87026,1221.79803,1242.69299,1415.36006,1510.51664,1583.03806,1625.30333,1723.02044,1743.3443,1781.38859,1848.62689,1930.68673,1956.36059,2077.88262,2204.07609,2313.65481,2306.76644,,
Jamaica,JAM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838.60153,,,,,,,,,,,,,,,,,252.41257,592.40429,595.96296,,,
Japan,JPN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4874.80293,4928.90302,5135.76289,5174.98105,5078.03328,5113.15815,4871.53026,5094.30965,5099.26372,5303.91647,5333.04329,5325.62374,5108.78261,5099.21074,5103.62526,5110.16567,5032.93122,5147.43517,5328.40955,5173.03053,5209.36906,5304.13762,5331.15027,,
Kazakhstan,KAZ,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.56972,376.49437,348.62542,370.53265,385.91519,612.18307,737.22035,798.6654,777.14475,693.6834,666.14974,666.9353,,
Kenya,KEN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.39476,,,221.38592,,,,,,,,,,
Kyrgyz Republic,KGZ,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.64162,,,,,,,,,,,,,30.36704,,,,,
Kiribati,KIR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173.35036,2222.26773,1984.97701,2131.35869,2287.28865,2857.84513,2956.63207,3134.09011,3221.46022,3692.16563,4091.41112,4525.93231,4801.24195,4946.08574,5330.8012,5802.83693,6304.13833,6392.6361,6826.27375,7013.4907,7086.44637,7497.59608,7980.39565,,
Kuwait,KWT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.70769,180.21767,167.03935,158.42568,159.75033,161.90945,165.61607,169.50755,169.14824,165.14497,188.49697,151.73141,142.50039,136.03469,129.73239,131.08966,,620.16705,395.76691,478.15511,501.56567,513.86021,,
Latin America & Caribbean (excluding high income),LAC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.2389177,307.4686955,356.8734728,381.9683826,445.7137618,460.1891092,459.48941,477.2622417,492.2310377,518.1844983,544.4881118,580.6918157,588.6581836,569.8337123,585.3237254,,,,,,
Lao PDR,LAO,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83763,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.2758746,305.644341,354.8310241,379.5097501,,457.0927366,456.4261318,469.0142086,483.5736177,506.378472,536.4258485,568.3599311,576.8088878,555.8999429,580.1642593,,,,,,
Least developed countries: UN classification,LDC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.72505,,,,135.10778,,,,138.18429,,93.06471,,98.67902,,105.6178,,,110.14833,98.94889,105.988,,,,,
Lower middle income,LMC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.1706859,,,,,
Low & middle income,LMY,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.0750654,,,,,614.5361271,,,,,712.567556,,,,,
Lesotho,LSO,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91183,7.43182,9.97039,,,,,23.01356,,5.93875,,,,24.1134,,,,,
Late-demographic dividend,LTE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.1151399,803.677818,725.5427239,734.6693581,791.0492496,814.5350382,825.0248598,871.8225711,914.4944423,1006.654749,1062.271167,1149.385766,1234.681915,1000.405442,1049.676756,1102.685097,1174.722818,1142.984897,1208.12293,1269.249636,1351.501294,1327.745848,1485.219178,,
Lithuania,LTU,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090.04161,2178.82572,2372.90167,2419.54153,2220.83311,2324.66084,1836.41081,1934.76679,2175.60337,2283.60885,2415.74046,2598.05215,2624.76014,2680.54615,2752.72295,2721.0196,2634.32583,2843.86431,3054.01621,2785.58468,2950.27923,3071.96071,3190.70248,,
Luxembourg,LUX,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3773.4205,,,4357.04034,4494.72023,4864.12343,4411.84682,4633.67129,4712.76563,4826.32364,5144.98247,5451.36114,4352.17017,4614.21778,4741.07149,4480.00056,4667.99249,4960.21355,4941.70411,,
Latvia,LVA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.29746,1063.87011,1052.02569,1090.4899,1599.72217,1482.60075,1479.50937,1389.07682,1458.58501,1457.37576,1768.48687,1891.18821,2012.65717,1688.28111,1838.72373,1885.26039,1886.88729,1772.65341,1854.32652,1808.60341,1596.54272,1784.63705,1792.10447,,
"Macao SAR, China",MAC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.99585,233.94627,319.23332,518.23909,616.12317,556.09671,387.90036,388.55754,569.71884,649.847,610.53098,736.65119,913.27602,1031.46687,1276.89058,2648.29416,3227.40402,3543.20632,,
St. Martin (French part),MAF,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.34298,640.61768,656.47094,,719.77615,845.40676,850.27811,,1024.35348,,1073.54029,,,,
Monaco,MCO,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.65672,295.48208,,,,,,,,,,,,,,,
Moldova,MDA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.71083,756.85278,719.51143,700.06227,725.50111,822.14159,802.81842,760.86315,777.34742,768.64793,737.28776,746.80204,758.22053,725.74132,723.88211,696.07769,,
Madagascar,MDG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.38335,14.85357,15.22185,50.55061,47.00236,47.10882,47.63243,47.93659,47.61585,48.21564,46.5082,45.21341,51.95815,50.86468,,,,,24.70438,30.62121,34.04118,,
Maldives,MDV,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.57629,226.36902,216.87277,224.43492,224.75263,233.20776,306.16191,325.54975,380.07966,414.33815,337.15088,347.43818,339.65449,382.10138,337.41655,344.22852,248.08539,251.79954,260.18938,281.32423,315.2625,,,,
Marshall Islands,MHL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.2456884,,,,,578.5580436,,,,,647.3273356,,,,,736.4801009,,,,,
North Macedonia,MKD,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.12304,683.38024,669.83008,651.16357,606.99751,568.10195,544.45595,519.67674,540.21967,514.75161,502.55976,468.24066,431.60134,532.12835,445.22354,611.77913,675.27686,837.57866,858.45042,854.33425,729.35779,799.27238,,
Mali,MLI,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.85369,,,,29.40326,,,,,30.84218,,32.86062,,,
Malta,MLT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.18641,688.5214,1082.37736,1183.73026,1282.21535,1206.31994,1321.15236,1200.33434,1417.00845,1785.91093,1986.68118,1886.6552,1831.71896,1891.32275,2054.58877,2130.46288,1946.50858,,
Myanmar,MMR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.30669,7.36661,11.04348,,12.15455,17.54637,,,,,,,,,,,,,,,29.07319,,,
Middle East & North Africa (excluding high income),MNA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.8737591,,633.5904996,,,,,626.3146117,,857.6889477,,,
Montenegro,MNE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.79929,,645.01193,671.83174,834.61997,715.80706,702.71829,734.29976,,
Mongolia,MNG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.98663,,19.92225,11.90581,38.77089,,,,,42.96538,,,,,
Mauritania,MRT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.81267,,,,,,473.85267,,
Malawi,MWI,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.40818,,,50.3521,,,,,,,,,,
Malaysia,MYS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1149,,154.46771,,276.90906,,295.66195,,502.9445,,369.98376,,600.10745,1067.53695,1462.46876,1648.88372,1790.69463,,2054.16733,2307.9544,2396.53998,,,,
North America,NAC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134.084161,3232.461655,3385.027224,3445.061167,3499.419887,3581.247639,3658.778392,3896.735199,3819.473081,3792.448661,3857.187246,3861.322258,4012.356708,4125.958513,3960.477819,4101.870318,4054.05022,4144.070247,4238.975733,4293.414053,4260.005847,4403.662214,,,
Namibia,NAM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.46625,,,,,,
New Caledonia,NCL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.27552,8.5316,7.9064,8.07563,7.41313,,,,,,,,26.46415,,,,,,,
Nigeria,NGA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.78981,,,,,,,,,,,,,
Nicaragua,NIC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.42748,,,,,,,,,,,,,,,,,,,,,,,
